open,high,low,close
14.23611068725586,17.083332061767578,14.23611068725586,15.372685432434082
16.537036895751953,16.90972137451172,15.916666030883789,16.90972137451172
15.972222328186035,17.5,15.810185432434082,16.648147583007812
16.66666603088379,17.36111068725586,16.66666603088379,17.032407760620117
17.083332061767578,17.17361068725586,16.418981552124023,16.763887405395508
16.842592239379883,18.009258270263672,16.574073791503906,17.307870864868164
17.016202926635742,17.245370864868164,16.504629135131836,16.625
16.59722137451172,17.101850509643555,16.476850509643555,16.68055534362793
16.712961196899414,16.893518447875977,16.17361068725586,16.400461196899414
16.21527671813965,16.851850509643555,16.182870864868164,16.817129135131836
16.828702926635742,18.0,16.66666603088379,16.851850509643555
16.858795166015625,17.076387405395508,15.625,16.201387405395508
16.201387405395508,16.326387405395508,15.625,15.675925254821777
15.648147583007812,16.386573791503906,15.053239822387695,16.261573791503906
16.17592430114746,16.5625,16.078702926635742,16.40972137451172
16.412036895751953,16.50694465637207,15.893518447875977,16.05555534362793
16.046295166015625,16.1875,15.6875,16.1273136138916
16.037036895751953,16.337961196899414,15.655092239379883,16.206018447875977
16.155092239379883,16.155092239379883,15.685185432434082,15.694443702697754
15.502313613891602,16.085647583007812,15.277776718139648,15.7199068069458
15.733796119689941,16.203702926635742,15.543980598449707,16.046295166015625
15.898147583007812,16.662036895751953,15.879629135131836,16.1898136138916
16.19444465637207,16.55092430114746,16.083332061767578,16.16666603088379
16.087961196899414,16.240739822387695,15.856480598449707,15.942129135131836
15.856480598449707,16.273147583007812,15.842592239379883,16.15277671813965
16.087961196899414,16.31944465637207,16.043981552124023,16.11111068725586
16.307870864868164,16.537036895751953,15.944443702697754,16.09027671813965
16.0023136138916,16.020832061767578,15.388888359069824,15.40046215057373
15.393518447875977,15.689813613891602,15.280092239379883,15.671296119689941
15.694443702697754,15.738425254821777,15.256943702697754,15.310185432434082
15.856480598449707,16.018518447875977,15.516202926635742,15.7199068069458
15.706018447875977,15.879629135131836,15.638888359069824,15.715276718139648
15.79861068725586,15.79861068725586,15.481480598449707,15.483796119689941
15.504629135131836,15.65046215057373,15.351851463317871,15.36805534362793
15.395833015441895,15.613425254821777,15.277776718139648,15.307869911193848
15.277776718139648,15.652776718139648,15.277776718139648,15.65046215057373
15.625,16.106481552124023,15.5324068069458,15.93055534362793
15.881943702697754,16.203702926635742,15.7824068069458,15.791666030883789
15.800925254821777,16.0,15.738425254821777,15.888888359069824
15.875,16.511573791503906,15.800925254821777,16.497684478759766
16.52777671813965,16.557870864868164,16.226850509643555,16.481481552124023
16.40972137451172,16.56944465637207,16.388887405395508,16.407407760620117
16.261573791503906,17.013887405395508,16.261573791503906,16.789350509643555
16.773147583007812,17.129629135131836,16.620370864868164,16.696758270263672
16.80092430114746,16.80555534362793,16.28472137451172,16.365739822387695
16.365739822387695,16.641202926635742,16.25694465637207,16.629629135131836
16.63194465637207,16.851850509643555,16.481481552124023,16.48611068725586
16.435184478759766,16.712961196899414,16.233795166015625,16.344907760620117
16.275461196899414,16.525461196899414,16.18055534362793,16.226850509643555
16.261573791503906,16.317129135131836,15.625,15.807869911193848
15.807869911193848,16.00694465637207,15.740739822387695,15.842592239379883
15.74305534362793,15.98611068725586,15.74305534362793,15.912036895751953
15.9699068069458,16.032407760620117,15.629629135131836,15.636573791503906
15.506943702697754,15.622685432434082,15.393518447875977,15.414351463317871
15.393518447875977,15.516202926635742,15.289351463317871,15.393518447875977
15.71296215057373,16.22916603088379,15.71296215057373,16.083332061767578
16.0625,16.56944465637207,16.0625,16.386573791503906
16.28472137451172,16.699073791503906,16.28472137451172,16.5
16.432870864868164,16.712961196899414,16.25,16.388887405395508
16.28472137451172,16.56944465637207,16.203702926635742,16.388887405395508
16.449073791503906,16.469907760620117,16.134258270263672,16.24305534362793
16.386573791503906,16.546295166015625,16.24305534362793,16.451387405395508
16.55092430114746,16.942129135131836,16.4398136138916,16.793981552124023
16.747684478759766,16.918981552124023,16.69444465637207,16.766202926635742
16.682870864868164,17.474536895751953,16.668981552124023,17.120370864868164
17.060184478759766,17.43055534362793,16.55555534362793,16.703702926635742
16.66666603088379,16.888887405395508,16.11111068725586,16.199073791503906
16.17592430114746,16.94444465637207,16.17592430114746,16.40277671813965
16.203702926635742,16.23611068725586,15.648147583007812,16.004629135131836
15.958333015441895,16.412036895751953,15.851851463317871,16.11111068725586
16.157407760620117,16.412036895751953,16.018518447875977,16.27777671813965
16.296295166015625,16.578702926635742,16.138887405395508,16.421295166015625
16.342592239379883,16.421295166015625,16.087961196899414,16.120370864868164
16.162036895751953,16.342592239379883,15.925925254821777,16.296295166015625
16.296295166015625,16.574073791503906,16.22222137451172,16.34722137451172
16.3148136138916,16.398147583007812,16.0648136138916,16.106481552124023
16.106481552124023,16.263887405395508,15.972222328186035,16.092592239379883
16.06944465637207,16.185184478759766,15.879629135131836,15.98611068725586
